,dist_code,year,state_code,rice_irrigated_area_(1000_ha),wheat_irrigated_area_(1000_ha),kharif_sorghum_irrigated_area_(1000_ha),rabi_sorghum_irrigated_area_(1000_ha),sorghum_irrigated_area_(1000_ha),pearl_millet_irrigated_area_(1000_ha),maize_irrigated_area_(1000_ha),finger_millet_irrigated_area_(1000_ha),barley_irrigated_area_(1000_ha),chickpea_irrigated_area_(1000_ha),pigeonpea_irrigated_area_(1000_ha),minor_pulses_irrigated_area_(1000_ha),pulses_irrigated_area_(1000_ha),groundnut_irrigated_area_(1000_ha),sesamum_irrigated_area_(1000_ha),linseed_irrigated_area_(1000_ha),sugarcane_irrigated_area_(1000_ha),cotton_irrigated_area_(1000_ha),state_name_y,dist_name_y,nitrogen_share_in_npk_(percent),phosphate_share_in_npk_(percent),potash_share_in_npk_(percent),january_rainfall_(millimeters),february_rainfall_(millimeters),march_rainfall_(millimeters),april_rainfall_(millimeters),may_rainfall_(millimeters),june_rainfall_(millimeters),july_rainfall_(millimeters),august_rainfall_(millimeters),september_rainfall_(millimeters),october_rainfall_(millimeters),november_rainfall_(millimeters),december_rainfall_(millimeters),annual_rainfall_(millimeters),wheat_yield_(kg_per_ha),kharif_sorghum_yield_(kg_per_ha),rabi_sorghum_yield_(kg_per_ha),sorghum_yield_(kg_per_ha),maize_yield_(kg_per_ha),finger_millet_yield_(kg_per_ha),barley_yield_(kg_per_ha),pigeonpea_yield_(kg_per_ha),minor_pulses_yield_(kg_per_ha),sesamum_yield_(kg_per_ha),rapeseed_and_mustard_yield_(kg_per_ha),safflower_yield_(kg_per_ha),castor_yield_(kg_per_ha),linseed_yield_(kg_per_ha),sunflower_yield_(kg_per_ha),soyabean_yield_(kg_per_ha),oilseeds_yield_(kg_per_ha),cotton_yield_(kg_per_ha),january_maximum_temperature_(centigrate),february_maximum_temperature_(centigrate),march_maximum_temperature_(centigrate),april_maximum_temperature_(centigrate),may_maximum_temperature_(centigrate),june_maximum_temperature_(centigrate),july_maximum_temperature_(centigrate),august_maximum_temperature_(centigrate),september_maximum_temperature_(centigrate),october_maximum_temperature_(centigrate),november_maximum_temperature_(centigrate),december_maximum_temperature_(centigrate),january_minimum_temperature_(centigrate),february_minimum_temperature_(centigrate),march_minimum_temperature_(centigrate),april_minimum_temperature_(centigrate),may_minimum_temperature_(centigrate),june_minimum_temperature_(centigrate),july_minimum_temperature_(centigrate),august_minimum_temperature_(centigrate),september_minimum_temperature_(centigrate),october_minimum_temperature_(centigrate),november_minimum_temperature_(centigrate),december_minimum_temperature_(centigrate)
255,11,2013,6,44.59,115.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,0.0,4.51,20.91,0.15,0.0,0.05,1.08,0.0,Madhya Pradesh,Seoni,70.7,28.2,1.0,10.1,30.0,43.7,33.4,0.0,359.4,510.0,534.1,80.1,133.0,0.9,0.0,1734.7,2257.57,721.15,0.0,721.15,1837.64,0.0,0.0,1258.62,866.09,319.23,865.55,0.0,0.0,404.73,0.0,257.96,751.15,0.0,25.23999977,29.57999992,33.74000168,37.40000153,42.75,34.13999939,28.47999954,28.04000092,30.46999931,30.04000092,27.42000008,26.79999924,10.85000038,13.81000042,17.45000076,21.5,28.20999908,23.27000046,22.26000023,22.12999916,23.06999969,18.68000031,12.34000015,10.77999973
256,11,2014,6,50.41,124.48,0.0,0.0,0.0,0.0,0.09,0.0,0.0,14.99,0.0,4.71,19.7,0.33,0.0,0.09,1.11,0.0,Madhya Pradesh,Seoni,68.9,29.6,1.5,26.4,30.2,20.5,27.1,12.7,94.1,339.0,153.6,140.6,23.5,6.6,6.0,880.3,2888.89,1500.0,0.0,1500.0,3600.0,0.0,0.0,1125.0,651.28,400.0,1000.0,0.0,0.0,333.33,0.0,1287.5,1154.15,0.0,32.47999954,28.37000084,32.99000168,37.47000122,40.00999832,38.58000183,29.54999924,29.73999977,29.84000015,30.35000038,28.60000038,25.84000015,18.09000015,12.59000015,16.70000076,21.56999969,25.45999908,27.70999908,23.32999992,23.84000015,22.43000031,18.98999977,13.52000046,9.819999695
257,11,2015,6,44.69,118.6,0.0,0.0,0.0,0.0,0.25,0.0,0.0,15.39,0.0,4.38,19.77,0.16,0.0,0.06,0.9,0.0,Madhya Pradesh,Seoni,70.0,28.5,1.5,1.5,41.3,100.9,24.8,14.8,139.1,264.5,321.8,61.0,44.0,0.0,0.0,1013.7,2408.7,0.0,0.0,0.0,347.22,0.0,0.0,1466.67,650.74,333.33,1000.0,0.0,0.0,250.0,0.0,636.36,488.77,0.0,24.20999908,30.14999962,32.65999985,36.81999969,41.56000137,35.70000076,29.71999931,29.17000008,30.69000053,31.56999969,30.14999962,27.51000023,18.09000015,12.59000015,16.70000076,21.56999969,25.45999908,27.70999908,23.32999992,23.84000015,22.43000031,18.98999977,15.06999969,11.48999977
258,12,1990,6,1.21,5.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.94,-1.0,Madhya Pradesh,Mandla,76.8,22.3,0.9,0.0,51.5,8.7,0.0,63.0,334.5,406.1,430.1,489.6,71.5,0.0,3.3,1858.3,749.41,1000.0,0.0,1000.0,1600.61,0.0,1500.0,1640.0,365.65,178.57,981.11,0.0,0.0,277.78,0.0,1015.36,556.83,0.0,27.93000031,28.10000038,31.81999969,38.41999817,38.47999954,34.40999985,27.39999962,28.60000038,28.23999977,29.38999939,28.34000015,26.62000084,10.13000011,13.35999966,16.14999962,21.60000038,24.65999985,23.67000008,22.18000031,22.82999992,22.31999969,17.45000076,12.05000019,9.390000343
259,12,1991,6,3.11,7.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03,-1.0,-1.0,-1.0,2.31,-1.0,Madhya Pradesh,Mandla,75.4,22.2,2.5,2.5,8.0,16.2,-1.0,10.8,147.8,556.6,573.2,31.0,18.1,2.0,1.4,1373.1,519.32,500.0,0.0,500.0,944.79,0.0,1000.0,695.65,198.65,80.0,374.64,0.0,0.0,193.55,500.0,653.79,239.63,0.0,25.03000069,30.0,33.79999924,37.41999817,41.66999817,35.27999878,30.70000076,27.75,29.71999931,30.86000061,27.04999924,25.63999939,9.729999542,13.56000042,17.62000084,21.21999931,26.71999931,24.79999924,22.67000008,22.45999908,22.23999977,17.47999954,11.59000015,9.100000381
260,12,1992,6,3.5,7.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-1.0,-1.0,-1.0,2.38,-1.0,Madhya Pradesh,Mandla,74.3,23.7,2.1,0.0,0.0,0.0,0.0,10.0,37.2,357.8,455.8,-1.0,-1.0,-1.0,0.0,1070.5,583.96,1333.33,0.0,1333.33,1396.97,0.0,1000.0,1045.45,220.93,153.85,443.96,0.0,0.0,200.0,333.33,861.39,309.33,0.0,24.84000015,27.51000023,34.20999908,37.90999985,40.90000153,37.41999817,30.73999977,27.61000061,28.75,28.89999962,27.12000084,25.52000046,10.09000015,11.40999985,18.19000053,22.20999908,25.5,25.95999908,24.44000053,23.07999992,21.65999985,18.72999954,12.60000038,9.229999542
261,12,1993,6,3.13,8.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.33,-1.0,Madhya Pradesh,Mandla,75.7,23.2,1.1,0.0,10.5,13.6,4.0,1.1,136.5,305.7,393.7,403.3,31.3,-1.0,-1.0,1299.8,925.22,1000.0,0.0,1000.0,1867.26,0.0,1000.0,1434.78,335.59,230.77,644.52,0.0,0.0,240.38,333.33,993.09,450.2,0.0,25.69000053,29.71999931,31.42000008,37.58000183,41.34999847,37.38000107,29.37999916,29.25,27.87999916,29.69000053,27.86000061,26.13999939,10.90999985,11.96000004,16.42000008,21.75,26.55999947,26.25,23.95000076,22.14999962,22.70999908,18.47999954,11.22999954,7.46999979
262,12,1994,6,2.03,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.56,-1.0,Madhya Pradesh,Mandla,78.2,19.9,1.9,0.0,10.5,0.0,22.8,0.0,445.4,744.0,635.8,120.7,13.6,0.0,0.0,1992.8,899.88,750.0,0.0,750.0,1000.0,0.0,1000.0,1300.0,348.7,150.0,769.97,0.0,0.0,271.93,0.0,671.88,431.18,0.0,25.04999924,27.90999985,35.43999863,36.68999863,41.40999985,34.86999893,26.70999908,27.09000015,28.59000015,29.93000031,27.21999931,26.10000038,11.97999954,12.02000046,17.39999962,20.73999977,26.10000038,24.40999985,22.26000023,22.68000031,22.22999954,17.72999954,11.77000046,8.550000191
263,12,1995,6,1.56,8.44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.33,-1.0,Madhya Pradesh,Mandla,78.2,19.9,1.9,18.0,13.5,75.1,15.2,0.0,68.3,507.3,478.4,114.5,9.2,0.0,58.6,1358.1,700.24,750.0,0.0,750.0,1498.53,0.0,1000.0,1090.91,221.14,235.29,636.36,0.0,0.0,233.64,0.0,959.6,419.28,0.0,22.98999977,28.15999985,31.45000076,36.56000137,39.72999954,38.06999969,29.64999962,28.13999939,29.37999916,29.97999954,28.05999947,26.27000046,8.979999542,12.30000019,16.45000076,21.25,25.40999985,27.02000046,23.42000008,24.36000061,22.39999962,19.04999924,11.97999954,11.06999969
264,12,1996,6,1.58,8.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.33,-1.0,Madhya Pradesh,Mandla,78.2,19.9,1.9,72.7,12.9,0.0,0.0,0.0,120.9,335.6,340.5,114.4,134.4,0.0,0.0,1131.4,749.41,750.0,0.0,750.0,1514.62,0.0,1000.0,1162.79,324.82,235.29,736.33,0.0,0.0,283.19,0.0,892.56,447.08,0.0,25.81999969,29.31999969,34.40000153,37.93999863,41.38000107,35.86999893,29.76000023,27.60000038,29.13999939,28.35000038,28.70000076,27.04999924,11.63000011,12.76000023,18.68000031,21.29999924,26.81999969,26.79000092,23.22999954,22.77000046,22.95999908,18.52000046,11.13000011,7.579999924
265,12,1997,6,0.91,4.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.81,-1.0,Madhya Pradesh,Mandla,80.0,19.2,0.8,10.2,0.0,0.0,15.4,6.5,147.2,531.6,387.5,141.4,52.5,95.5,162.2,1550.0,352.41,512.82,0.0,512.82,1484.42,0.0,1000.0,1000.0,19.22,235.29,270.7,0.0,0.0,98.48,0.0,938.46,260.69,0.0,24.96999931,28.53000069,33.29999924,35.58000183,39.77999878,36.45000076,29.31999969,28.70999908,28.90999985,29.29000092,26.85000038,23.98999977,8.420000076,10.27000046,17.77000046,20.19000053,25.03000069,25.45999908,22.89999962,22.93000031,22.37999916,17.26000023,14.73999977,11.28999996
266,12,1998,6,2.25,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.11,0.3,0.0,0.0,0.02,1.95,0.0,Madhya Pradesh,Mandla,79.7,19.2,1.1,85.2,10.3,34.7,12.3,0.0,106.9,352.6,366.5,214.0,20.9,42.9,0.0,1246.3,515.59,1000.0,0.0,800.0,1467.42,0.0,0.0,1068.18,289.88,250.0,644.44,0.0,0.0,282.26,0.0,751.94,428.86,0.0,25.27000046,28.94000053,32.34999847,37.84000015,42.06000137,38.11999893,29.17000008,29.48999977,28.95000076,30.95999908,28.03000069,27.09000015,9.789999962,12.25,15.84000015,22.12000084,26.56999969,26.53000069,23.88999939,23.34000015,23.37000084,19.03000069,13.18999958,7.71999979
267,12,1999,6,2.62,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.22,0.35,0.0,0.0,0.03,2.42,0.0,Madhya Pradesh,Mandla,75.9,21.7,2.4,0.0,43.3,0.0,0.0,10.5,149.8,390.3,365.2,540.2,87.4,0.0,0.0,1586.7,708.86,750.0,0.0,750.0,2233.46,0.0,1000.0,1093.02,302.52,117.65,622.36,0.0,0.0,261.74,0.0,888.89,404.81,0.0,24.38999939,29.39999962,34.93999863,40.65000153,40.24000168,35.31000137,29.31999969,28.68000031,28.62000084,29.54999924,29.26000023,26.63999939,8.880000114,13.09000015,16.64999962,21.94000053,26.0,24.62000084,22.69000053,22.31999969,21.70999908,18.80999947,11.97999954,8.229999542
268,12,2000,6,4.62,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.3,0.34,0.0,0.0,0.0,2.11,0.0,Madhya Pradesh,Mandla,79.0,19.7,1.3,0.0,0.0,0.0,0.0,30.1,116.6,387.9,232.8,72.5,0.0,0.0,0.0,839.9,390.37,666.67,0.0,666.67,1913.17,0.0,0.0,575.0,167.55,117.65,283.28,0.0,0.0,170.73,0.0,473.68,202.05,0.0,26.72999954,28.31999969,33.70999908,39.93000031,39.34000015,34.43999863,29.0,29.29999924,29.45999908,31.94000053,29.27000046,27.76000023,10.35999966,11.56999969,15.68999958,23.13999939,25.57999992,24.05999947,22.69000053,23.45000076,21.88999939,19.01000023,12.81999969,8.199999809
269,12,2001,6,4.91,9.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.18,0.23,0.0,0.0,0.01,2.02,0.0,Madhya Pradesh,Mandla,77.7,18.9,3.4,11.3,0.0,6.4,32.4,9.7,258.7,526.4,378.1,51.5,120.8,7.0,0.0,1402.3,733.43,1000.0,0.0,1000.0,2072.22,0.0,0.0,1085.11,303.82,166.67,606.06,0.0,0.0,287.04,0.0,769.23,387.13,0.0,25.56999969,30.38999939,34.06999969,37.11999893,41.36999893,33.15000153,28.51000023,28.98999977,30.80999947,30.12999916,28.56999969,26.92000008,10.11999989,13.47999954,16.95000076,20.34000015,26.14999962,22.15999985,22.21999931,23.20999908,23.45000076,18.37999916,12.22000027,9.680000305
270,12,2002,6,5.72,8.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.23,0.29,0.0,0.0,0.0,2.33,0.0,Madhya Pradesh,Mandla,76.2,20.7,3.1,1.3,16.4,9.5,1.0,3.3,139.6,89.3,496.5,204.8,28.8,0.0,0.3,990.8,637.68,333.33,0.0,333.33,1736.26,0.0,0.0,741.38,261.65,166.67,506.17,0.0,0.0,233.33,0.0,641.03,319.95,0.0,25.26000023,29.70000076,34.40999985,39.40999985,42.04999924,35.74000168,31.47999954,28.04999924,29.28000069,30.35000038,28.25,28.37000084,9.81000042,12.77999973,17.29000092,22.62999916,26.82999992,24.75,25.19000053,22.27000046,21.93000031,18.60000038,11.89999962,11.13000011
271,12,2003,6,5.15,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.23,0.35,0.0,0.0,0.01,2.2,0.0,Madhya Pradesh,Mandla,71.8,24.5,3.6,1.0,42.4,18.9,2.2,0.7,170.3,423.5,482.0,316.6,26.4,3.3,2.2,1489.5,749.23,1000.0,0.0,750.0,1836.07,0.0,0.0,850.75,312.6,200.0,764.88,0.0,0.0,336.63,0.0,772.73,470.79,0.0,25.34000015,29.37999916,33.61999893,39.11999893,42.00999832,37.63000107,29.62999916,28.45000076,28.31999969,29.39999962,28.81999969,26.42000008,9.890000343,12.46000004,16.5,22.34000015,26.79000092,26.63999939,23.34000015,22.65999985,20.95999908,17.65999985,12.47000027,9.180000305
272,12,2004,6,7.13,8.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.24,0.31,0.0,0.0,0.0,2.29,0.0,Madhya Pradesh,Mandla,70.5,26.7,2.8,14.5,0.0,0.0,2.4,0.0,277.7,260.3,483.7,101.3,23.1,1.1,0.0,1164.1,806.53,857.14,1000.0,892.86,1436.98,0.0,750.0,901.22,333.64,287.88,773.81,0.0,0.0,362.67,0.0,776.0,488.25,0.0,25.32999992,28.89999962,35.79000092,39.15999985,40.77999878,35.47999954,29.87999916,28.0,30.45000076,29.14999962,28.37999916,26.90999985,9.880000114,11.98999977,18.67000008,22.38999939,25.55999947,24.48999977,23.59000015,22.20999908,23.09000015,17.39999962,12.03999996,9.670000076
273,12,2005,6,6.65,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.35,0.43,0.0,0.0,0.0,2.51,0.0,Madhya Pradesh,Mandla,82.8,15.7,1.5,78.3,16.0,10.5,0.0,15.8,196.9,504.5,367.4,266.0,22.1,0.0,0.0,1477.5,715.77,851.85,0.0,851.85,1123.56,0.0,1000.0,672.62,268.4,380.95,684.12,0.0,0.0,309.65,0.0,536.63,420.69,0.0,25.55999947,29.75,34.81999969,37.68999863,40.77999878,38.93000031,28.93000031,28.82999992,29.51000023,29.54000092,27.20000076,25.85000038,10.10999966,12.84000015,17.70000076,20.90999985,25.56999969,27.94000053,22.63999939,23.04000092,22.15999985,17.79000092,10.85000038,8.619999886
274,12,2006,6,6.98,10.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.22,0.3,0.0,0.0,0.0,2.84,0.0,Madhya Pradesh,Mandla,81.6,16.9,1.5,0.0,0.0,2.6,0.0,13.1,12.4,599.1,414.8,95.8,1.7,0.2,0.0,1139.7,693.56,869.57,0.0,869.57,754.4,0.0,1000.0,661.83,280.53,312.85,698.49,0.0,0.0,324.74,0.0,603.45,424.12,0.0,26.04999924,32.00999832,32.65999985,38.40999985,40.20000076,37.15999985,28.94000053,28.11000061,29.93000031,30.63999939,29.11000061,27.77000046,10.60000038,15.10000038,15.53999996,21.62999916,24.98999977,26.17000008,22.64999962,22.32999992,22.56999969,18.88999939,12.76000023,10.52999973
275,12,2007,6,6.58,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.22,0.3,0.0,0.0,0.0,2.77,0.0,Madhya Pradesh,Mandla,78.8,20.3,0.8,0.0,1.2,9.6,1.5,2.8,97.0,370.1,288.9,394.6,8.2,0.0,0.0,1173.9,683.67,1000.0,0.0,1000.0,1016.57,400.0,0.0,595.24,253.71,411.76,678.02,0.0,0.0,305.26,0.0,658.23,435.29,0.0,26.06999969,29.89999962,33.22999954,38.70000076,41.15999985,37.09000015,29.37000084,28.76000023,29.81999969,29.45000076,27.72999954,27.06999969,10.61999989,12.97999954,16.11000061,21.93000031,25.95000076,26.10000038,23.07999992,22.97999954,22.46999931,17.70999908,11.38000011,9.840000153
276,12,2008,6,6.75,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.13,0.18,0.0,0.0,0.0,2.61,0.0,Madhya Pradesh,Mandla,79.2,19.5,1.3,0.0,3.2,34.6,4.0,0.4,602.4,338.4,351.2,152.4,10.9,6.0,0.0,1503.5,766.67,1000.0,0.0,500.0,1020.69,333.33,0.0,769.23,283.12,388.89,750.0,0.0,0.0,339.81,0.0,708.86,451.35,0.0,25.89999962,27.62999916,34.65999985,38.27000046,41.09999847,33.90000153,29.59000015,29.12999916,29.71999931,30.25,28.72999954,28.02000046,10.44999981,10.71000004,17.54000092,21.48999977,25.88999939,22.90999985,23.29999924,23.34000015,22.36000061,18.5,12.39000034,10.77999973
277,12,2009,6,6.49,10.65,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.1,0.15,0.0,0.0,0.0,2.5,0.0,Madhya Pradesh,Mandla,74.3,24.2,1.5,12.2,0.0,0.1,0.0,0.0,19.0,393.3,246.7,141.4,24.2,0.0,0.0,836.9,684.55,1000.0,0.0,1000.0,952.91,250.0,0.0,727.27,268.07,375.0,640.87,0.0,0.0,319.15,0.0,679.01,423.71,0.0,27.88999939,31.28000069,34.95000076,38.83000183,41.59000015,39.59999847,29.53000069,29.53000069,30.57999992,29.46999931,27.97999954,27.5,12.43999958,14.36999989,17.82999992,22.04999924,26.37999916,28.61000061,23.23999977,23.73999977,23.22999954,17.72999954,11.64000034,10.27000046
278,12,2012,6,10.83,20.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.15,0.68,0.0,0.0,0.01,3.13,0.0,Madhya Pradesh,Mandla,76.8,21.9,1.3,80.1,6.5,0.0,0.0,0.0,93.7,654.1,371.0,153.1,17.1,10.8,1.5,1387.9,1624.0,1176.47,0.0,1176.47,1791.01,0.0,500.0,428.45,0.0,380.43,679.12,0.0,0.0,332.72,0.0,603.66,0.0,0.0,24.62000084,29.06999969,33.97999954,38.83000183,41.75999832,37.59000015,28.81999969,28.20000076,29.65999985,29.61000061,27.47999954,27.31999969,9.180000305,12.15999985,16.86000061,22.04999924,26.54000092,26.60000038,22.52000046,22.40999985,22.30999947,17.86000061,11.13000011,10.07999992
279,12,2013,6,14.63,23.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.17,0.56,0.0,0.0,0.0,3.19,0.0,Madhya Pradesh,Mandla,74.4,24.7,0.9,7.5,40.8,32.9,21.7,0.4,355.8,586.3,599.3,53.6,129.8,0.0,0.0,1828.1,1697.45,812.5,0.0,812.5,1789.9,0.0,2000.0,531.62,739.24,530.73,696.34,0.0,0.0,415.65,0.0,648.03,611.55,0.0,24.98999977,29.29000092,33.61000061,37.33000183,42.70999908,34.15000153,28.68000031,27.89999962,30.15999985,29.53000069,27.06999969,26.52000046,9.539999962,12.38000011,16.48999977,20.54999924,27.48999977,23.15999985,22.38999939,22.11000061,22.80999947,17.79000092,10.72000027,9.279999733
280,12,2014,6,18.51,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.38,0.71,0.0,0.0,0.0,3.12,0.0,Madhya Pradesh,Mandla,68.1,30.7,1.2,7.6,51.8,11.9,0.0,8.4,180.4,380.6,309.5,187.2,71.5,0.0,20.2,1229.1,1384.62,2000.0,0.0,2000.0,2093.02,0.0,2000.0,1263.16,837.69,166.67,818.18,0.0,0.0,375.0,0.0,1190.48,742.76,0.0,32.43000031,28.04000092,32.77000046,37.43000031,39.75,38.04999924,29.46999931,29.45999908,29.63999939,29.95000076,28.30999947,25.29999924,16.97999954,11.11999989,15.64999962,20.64999962,24.53000069,27.05999947,23.18000031,23.68000031,22.28000069,18.20999908,11.96000004,8.069999695
281,12,2015,6,18.81,27.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.39,0.7,0.0,0.0,0.0,2.92,0.0,Madhya Pradesh,Mandla,75.2,23.9,1.0,5.6,23.9,126.3,27.7,5.5,205.4,312.2,365.6,97.3,26.3,0.0,0.0,1195.8,1922.22,1000.0,0.0,1000.0,2212.77,0.0,0.0,428.57,887.38,500.0,794.12,0.0,0.0,571.43,0.0,1153.85,700.15,0.0,23.89999962,29.94000053,32.45000076,36.88999939,41.41999817,35.58000183,29.70000076,29.15999985,30.46999931,31.21999931,30.04000092,27.0,16.97999954,11.11999989,15.64999962,20.64999962,24.53000069,27.05999947,23.18000031,23.68000031,22.28000069,18.20999908,13.69999981,9.770000458
282,13,1990,6,0.18,52.79,0.0,0.0,0.0,0.0,0.0,0.0,0.12,16.23,0.0,0.57,16.8,-1.0,-1.0,0.0,0.24,0.0,Madhya Pradesh,Sagar,51.4,46.4,2.3,0.0,20.6,1.1,0.0,44.0,358.2,355.0,315.1,369.6,2.7,0.0,23.3,1489.6,995.43,993.29,0.0,993.29,1088.89,0.0,1285.71,757.58,394.55,148.15,628.32,0.0,0.0,312.5,0.0,917.27,724.51,0.0,27.37000084,26.55999947,31.42000008,38.81999969,39.25,36.16999817,29.04000092,29.54999924,29.20999908,31.31999969,28.62000084,25.29999924,11.55000019,14.67000008,17.82999992,23.71999931,26.93000031,25.46999931,23.54000092,23.56999969,23.11000061,19.20999908,14.97000027,11.36999989
283,13,1991,6,0.16,58.62,0.0,0.0,0.0,0.0,0.0,0.0,0.11,18.7,0.0,0.7,19.4,0.0,0.0,0.66,0.2,0.0,Madhya Pradesh,Sagar,46.8,51.1,2.1,0.0,6.3,12.2,-1.0,4.5,84.2,311.0,644.8,32.2,0.0,2.3,0.0,1103.8,808.48,878.26,0.0,878.26,1046.51,0.0,1142.86,629.63,372.13,125.0,623.76,0.0,0.0,329.17,500.0,724.24,617.75,0.0,23.34000015,28.55999947,33.36000061,37.52999878,42.25,37.31999969,32.65999985,28.5,30.86000061,33.02000046,27.59000015,24.64999962,10.02000046,14.89999962,19.27000046,23.12999916,28.71999931,26.92000008,24.27000046,23.03000069,23.17000008,19.42000008,14.84000015,11.42000008
284,13,1992,6,0.09,69.11,0.0,0.0,0.0,0.0,0.0,0.0,0.21,21.25,0.0,1.25,22.5,0.0,0.0,0.78,0.21,0.0,Madhya Pradesh,Sagar,48.2,50.4,1.4,0.2,0.0,0.0,0.0,18.2,14.8,223.5,437.0,-1.0,-1.0,-1.0,0.0,935.4,904.62,1108.53,0.0,1108.53,1534.88,0.0,1000.0,689.66,390.75,173.91,731.96,0.0,0.0,323.65,666.67,793.03,682.5,0.0,24.06999969,25.94000053,33.70000076,37.91999817,41.33000183,39.63999939,32.43999863,28.59000015,29.72999954,30.59000015,27.06999969,24.78000069,11.35000038,12.59000015,19.80999947,24.12000084,27.40999985,28.23999977,25.84000015,23.90999985,22.43000031,20.38999939,15.31999969,11.85000038
285,13,1993,6,0.01,81.24,0.0,0.0,0.0,0.0,0.0,0.0,0.16,26.16,0.0,1.64,27.8,0.0,0.0,0.8,0.18,0.0,Madhya Pradesh,Sagar,46.3,52.3,1.4,0.0,40.5,10.2,0.0,0.0,147.6,215.7,348.6,405.8,6.2,-1.0,-1.0,1191.5,1080.12,1080.65,0.0,1080.65,1400.0,0.0,1428.57,727.27,401.87,181.82,584.91,285.71,0.0,350.88,1000.0,749.05,666.43,0.0,24.43000031,28.54999924,30.84000015,37.84999847,41.99000168,38.99000168,30.89999962,30.23999977,28.95999908,31.5,28.62000084,25.39999962,11.71000004,13.5,18.04999924,23.85000038,28.67000008,27.89999962,25.20999908,22.87000084,23.65999985,20.20000076,14.67000008,9.970000267
286,13,1994,6,0.03,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.17,35.7,0.0,2.84,38.54,0.0,0.0,0.79,0.18,0.0,Madhya Pradesh,Sagar,48.4,48.7,2.9,0.0,40.5,0.0,20.1,0.0,305.5,663.6,531.0,91.0,1.8,0.0,0.0,1653.5,1069.31,770.49,0.0,770.49,1075.0,0.0,1555.56,684.21,419.91,133.33,727.27,250.0,0.0,379.31,0.0,718.75,622.55,0.0,24.12999916,26.29000092,35.15000153,36.65999985,41.86000061,36.34999847,27.97999954,27.86000061,29.60000038,31.64999962,27.65999985,25.15999985,13.21000004,13.13000011,19.17000008,22.55999947,28.03000069,25.95000076,23.29000092,23.28000069,23.11000061,19.34000015,14.90999985,10.93000031
287,13,1995,6,0.03,87.11,0.0,0.0,0.0,0.0,0.0,0.0,0.21,41.3,0.0,5.69,46.99,0.0,0.0,0.82,0.22,0.0,Madhya Pradesh,Sagar,48.4,48.7,2.9,25.2,1.9,52.8,1.6,0.0,102.9,409.3,347.3,134.9,5.7,8.7,11.1,1101.4,1154.87,907.69,0.0,907.69,1500.0,0.0,1375.0,583.33,440.57,200.0,600.0,500.0,0.0,358.14,0.0,1055.24,934.57,0.0,21.67000008,26.57999992,30.77000046,36.59999847,40.50999832,39.79999924,31.54999924,28.79999924,30.75,32.11000061,28.45000076,25.02000046,9.75,13.52000046,17.97999954,23.20000076,27.68000031,28.79999924,25.05999947,24.92000008,23.55999947,21.10000038,15.0,13.21000004
